data_btc_10s/hammer curl/259175bf-391f-43bf-b079-4ca0565ec7f6.mp4	5
data_btc_10s/hammer curl/1dd57764-9e8c-492e-9fce-8c790e30421b.mp4	5
data_btc_10s/hammer curl/2a5ec829-4120-4658-a29d-ee2d223b735b.mp4	5
data_btc_10s/hammer curl/d02465a2-b7e5-4783-856a-2d7938bb4b5b.mp4	5
data_btc_10s/hammer curl/221dfead-cbf5-4294-add2-b6c7c079ccd8.mp4	5
data_btc_10s/hammer curl/9b933537-4210-49d8-9c81-ced8363c91b7.mp4	5
data_btc_10s/hammer curl/cde574c7-b53f-4eb9-b831-3296640dc9bc.mp4	5
data_btc_10s/hammer curl/7c64b9de-3c8a-45b4-88cc-1b2732e5550b.mp4	5
data_btc_10s/hammer curl/8b03b2ca-0473-4224-b96f-d1c91543e4ee.mp4	5
data_btc_10s/hammer curl/46326f15-0403-4b64-8b34-cd57bb099ff6.mp4	5
data_btc_10s/hammer curl/79a0587d-5215-40ff-b075-4a6bed244e21.mp4	5
data_btc_10s/hammer curl/fd531422-9371-456e-88ba-b91ee6bd26bf.mp4	5
data_btc_10s/hammer curl/efe77b9d-6bea-43ab-b5bd-43097f39f440.mp4	5
data_btc_10s/hammer curl/9932a977-7ce8-43b6-8465-55910e585f50.mp4	5
data_btc_10s/hammer curl/63e0936f-5022-4ec2-8094-f4a85b819820.mp4	5
data_btc_10s/hammer curl/bbf51c79-5935-4d47-b35c-c853f9148d14.mp4	5
data_btc_10s/hammer curl/a9bfb658-28b1-4388-b5a9-d93e89ed4db1.mp4	5
data_btc_10s/hammer curl/6547c025-cc65-429b-924f-086ae0c845c6.mp4	5
data_btc_10s/hammer curl/49fed279-c058-48bd-929b-b8bb0f474ba8.mp4	5
data_btc_10s/hammer curl/3d7cfe0f-0799-4736-82ce-a4d4068e7c32.mp4	5
data_btc_10s/hammer curl/c53d7fbc-32e4-4768-9068-127206bfa2da.mp4	5
data_btc_10s/hammer curl/a13d8f9c-803a-42b3-af38-7afab4c668c9.mp4	5
data_btc_10s/hammer curl/400945b0-328a-4e8b-a12a-378d84dfd250.mp4	5
data_btc_10s/hammer curl/11405bb0-a4a5-4ada-bcf6-8642e0450862.mp4	5
data_btc_10s/bench press/5bc058a5-3ccb-4813-81b0-c9f19475e2b0.mp4	1
data_btc_10s/bench press/d9bd416e-04cc-44b2-916c-ba7a08b780ad.mp4	1
data_btc_10s/bench press/59781328-d888-4882-a691-63ec62a5b44a.mp4	1
data_btc_10s/bench press/80fb49dc-4db2-4a93-b92f-0664d1679ab1.mp4	1
data_btc_10s/bench press/6c14d0f1-aa1d-47bc-95ab-2b2f34ef51c6.mp4	1
data_btc_10s/bench press/555708c7-b1db-4833-9245-697346b0e26d.mp4	1
data_btc_10s/bench press/800a0df8-b631-442a-8add-575fa6dad10e.mp4	1
data_btc_10s/bench press/a264a16f-749c-4463-ac6e-2b1d69333188.mp4	1
data_btc_10s/bench press/97bb018f-572b-42fa-9777-52969dccb020.mp4	1
data_btc_10s/bench press/b39da8bf-e316-4c05-8f10-58c3143b4ddf.mp4	1
data_btc_10s/bench press/83395be3-f07e-42d5-8cf9-7d50772ad9c7.mp4	1
