file_path,label,score
/hammer curl/hammer curl_10.mp4,5,0.9994503855705261
/hammer curl/hammer curl_13.mp4,5,0.0
/hammer curl/hammer curl_9.mp4,5,0.9993195533752441
/hammer curl/hammer curl_12.mp4,5,0.0
/hammer curl/hammer curl_11.mp4,5,0.13472414016723633
/hammer curl/hammer curl_18.mp4,5,0.9649996757507324
/hammer curl/hammer curl_8.mp4,5,0.998928964138031
/hammer curl/hammer curl_6.mp4,5,0.9985964894294739
/hammer curl/hammer curl_14.mp4,5,0.001745309797115624
/hammer curl/hammer curl_3.mp4,5,0.9994791150093079
/hammer curl/hammer curl_0.mp4,5,0.395652711391449
/hammer curl/hammer curl_16.mp4,5,0.0
/hammer curl/hammer curl_1.mp4,5,0.3846600651741028
/hammer curl/hammer curl_4.mp4,5,0.999116837978363
/hammer curl/hammer curl_17.mp4,5,0.39683979749679565
/hammer curl/hammer curl_5.mp4,5,0.9994879961013794
/hammer curl/hammer curl_2.mp4,5,0.9992372989654541
/hammer curl/hammer curl_15.mp4,5,0.0
/hammer curl/hammer curl_7.mp4,5,0.997974693775177
/bench press/bench press_22.mp4,1,0.9994565844535828
/bench press/bench press_58.mp4,1,0.996084451675415
/bench press/bench press_30.mp4,1,0.99952232837677
/bench press/bench press_52.mp4,1,0.9994633793830872
/bench press/bench press_35.mp4,1,0.9995129108428955
/bench press/bench press_12.mp4,1,0.9995656609535217
/bench press/bench press_48.mp4,1,0.9995397329330444
/bench press/bench press_31.mp4,1,0.9972127079963684
/bench press/bench press_46.mp4,1,0.999442994594574
/bench press/bench press_9.mp4,1,0.9991440773010254
/bench press/bench press_20.mp4,1,0.9977699518203735
/bench press/bench press_55.mp4,1,0.9994537234306335
/bench press/bench press_37.mp4,1,0.991431474685669
/bench press/bench press_45.mp4,1,0.9994033575057983
/bench press/bench press_53.mp4,1,0.9992719292640686
/bench press/bench press_19.mp4,1,0.9969493746757507
/bench press/bench press_41.mp4,1,0.9992638230323792
/bench press/bench press_59.mp4,1,0.9994986057281494
/bench press/bench press_25.mp4,1,0.9995156526565552
/bench press/bench press_42.mp4,1,0.9995343685150146
/bench press/bench press_0.mp4,1,0.9993701577186584
/bench press/bench press_56.mp4,1,0.9996094107627869
/bench press/bench press_24.mp4,1,0.11081505566835403
/bench press/bench press_47.mp4,1,0.9994288086891174
/bench press/bench press_39.mp4,1,0.9995286464691162
/bench press/bench press_60.mp4,1,0.9995249509811401
/bench press/bench press_36.mp4,1,0.9995228052139282
/bench press/bench press_38.mp4,1,0.9995294809341431
/bench press/bench press_32.mp4,1,0.9979066848754883
/bench press/bench press_33.mp4,1,0.9992855191230774
/bench press/bench press_29.mp4,1,0.9987614154815674
/bench press/bench press_11.mp4,1,0.9994707703590393
/bench press/bench press_50.mp4,1,0.9994943141937256
/bench press/bench press_26.mp4,1,0.9967308044433594
/bench press/bench press_51.mp4,1,0.9982030391693115
/bench press/bench press_15.mp4,1,0.9995211362838745
/bench press/bench press_40.mp4,1,0.9941959381103516
/bench press/bench press_54.mp4,1,0.9857409596443176
/bench press/bench press_10.mp4,1,0.9995446801185608
/bench press/bench press_43.mp4,1,0.9785625338554382
/bench press/bench press_7.mp4,1,0.998939573764801
/bench press/bench press_44.mp4,1,0.9992620348930359
/bench press/bench press_6.mp4,1,0.999197781085968
/bench press/bench press_2.mp4,1,0.9992621541023254
/bench press/bench press_27.mp4,1,0.5294892191886902
/bench press/bench press_57.mp4,1,0.999518632888794
/bench press/bench press_28.mp4,1,0.9994397759437561
/bench press/bench press_18.mp4,1,0.9964616894721985
/bench press/bench press_16.mp4,1,0.9995408058166504
/bench press/bench press_17.mp4,1,0.9995310306549072
/bench press/bench press_13.mp4,1,0.9994556307792664
/bench press/bench press_23.mp4,1,0.9994519352912903
/bench press/bench press_5.mp4,1,0.9992374181747437
/bench press/bench press_1.mp4,1,0.9994997978210449
/bench press/bench press_21.mp4,1,0.999110758304596
/bench press/bench press_14.mp4,1,0.9995261430740356
/bench press/bench press_4.mp4,1,0.999489426612854
/bench press/bench press_8.mp4,1,0.999221682548523
/bench press/bench press_49.mp4,1,0.9994993209838867
/bench press/bench press_3.mp4,1,0.9994382262229919
/bench press/bench press_34.mp4,1,0.9995446801185608
/pull Up/pull Up_10.mp4,13,0.0018333084881305695
/pull Up/pull Up_17.mp4,13,0.0030610307585448027
/pull Up/pull Up_15.mp4,13,0.9983006119728088
/pull Up/pull Up_16.mp4,13,0.001959689659997821
/pull Up/pull Up_22.mp4,13,0.9993048906326294
/pull Up/pull Up_2.mp4,13,0.9995218515396118
/pull Up/pull Up_0.mp4,13,0.9990480542182922
